Time,PupilDilation,Respiration,HeartRate
11441,1135.7,43.4,2.8
11442,1135.4,-24.2,1.8
11443,1133.1,-100.2,1
11444,1136.5,-203,2
11445,1138,-251.2,2.8
11446,1142.2,-291,1.8
11447,1139.4,-328.2,1
11448,1141.8,-367.8,2
11449,1144.8,-380.8,2
11450,1142.1,-388.6,1.8
11451,1141.8,-390.2,0
11452,1147.7,-385.8,1
11453,1147.1,-379.6,1
11454,1150.3,-372,1
11455,1151.6,-363.4,1
11456,1152.7,-361,1
11457,1150.5,-361.4,1.8
11458,1151.8,-365,1
11459,1154.3,-374.6,2
11460,1151.7,-383,2.8
11461,1153.3,-392.8,1.8
11462,1151.8,-404,0
11463,1149,-422.4,1
11464,1151.2,-434.6,1
11465,1146.8,-447.8,0.8
11466,1143.7,-464.4,0
11467,1142.8,-488,0
11468,1138.4,-497.6,1
11469,1138.1,-505.2,0.8
11470,1138.9,-511.2,-0.8
11471,1132.2,-516.8,2
11472,1127.8,-521,1.8
11473,1128.4,-529.2,1
11474,1121,-549,1
11475,1190.7,-564.2,2
11476,1145,-579.4,1.8
11477,,-585.2,0.8
11478,,-560,0
11479,,-503,1
11480,,-410,0.8
11481,,-240.4,-0.8
11482,,79,0
11483,,284.6,0.8
11484,,490.6,0
11485,,714.2,-1
11486,1095.428571,998.6,-0.8
11487,1150.6,1110,0
11488,1117.3,1188.8,0
11489,1073.6,1237.4,-1
11490,1063.9,1254.8,-1.8
11491,1065,1230,-1
11492,1062.8,1175.6,-1
11493,1059.5,1072,-1.8
11494,1058.4,1001.8,0
11495,1059.9,930.6,0
11496,1063.4,844.2,-1
11497,1061.5,714.8,-1
11498,1059.4,643.8,-1
11499,1062.5,572.6,-1
11500,1062.7,487,-1
11501,1063.2,361,-0.8
11502,1063.3,291.2,1
11503,1063.1,222.4,1.8
11504,1064.6,141.2,1
11505,1062.7,21,1
11506,1059.8,-43.8,2
11507,1084.5,-107.2,1.8
11508,1125.9,-177.2,1
11509,1071,-270.6,2
11510,,-312.4,2
11511,,-352,1.8
11512,,-394.4,0
11513,,-404.8,1
11514,,-407.8,1.8
11515,,-403.4,1
11516,1156.666667,-387,1
11517,1159.3,-377.4,2
11518,1088.4,-369.8,2
11519,1073.9,-364.6,3
11520,1071.6,-364,3
11521,1073.3,-369.6,4.2
11522,1070.9,-377.6,5.8
11523,1075.8,-388,4.8
11524,1078,-406.6,4.2
11525,1079.3,-419.4,5.8
11526,1085.2,-431.8,4.8
11527,1085.9,-449,3
11528,1090.2,-476.4,4
11529,1094,-493.2,4
11530,1095.6,-512.6,3.8
11531,1098.5,-541.6,3.2
11532,1099.5,-554.8,5
11533,1096.9,-568.4,6
11534,1102.1,-581.8,5.8
11535,1109.6,-599,4.2
11536,1114.6,-609.4,7
11537,1115.4,-621.8,7
11538,1111.8,-640.4,7
11539,1117.4,-673.2,7
11540,1117.2,-687.2,7
11541,1123.1,-688.8,8
11542,1125.4,-652.4,7.8
11543,1129.4,-535,7.2
11544,1129.3,-412.2,9
11545,1133.5,-251.6,8.8
11546,1138.6,-18.4,8
11547,1137.2,357,8
11548,1145.4,558.4,8.8
11549,1145,763.8,8
11550,1148.1,1004.4,8
11551,1148.4,1084.6,8
11552,1152.9,1131.6,9
11553,1155.3,1145.2,9.8
11554,1152.9,1118.6,8
11555,1157.8,1079.4,9
11556,1160.4,1030,8.8
11557,1159.8,961.4,8
11558,1160.9,850.4,9
11559,1161.2,787.4,10
11560,1163,724.2,10.8
11561,1162,647.4,10
11562,1161.7,532.2,10
11563,1164,468.2,10
11564,1162,404,10
11565,1160.7,325.6,10
11566,1158.6,206.4,10.2
11567,1155.7,138.6,110
11568,1154.8,59,975.8
11569,1153.3,-57.6,910.2
11570,1159.7,-119.4,992.2
11571,1159,-175,1057.8
11572,1154,-230.6,984
11573,1151.7,-298.2,992.2
11574,1149.3,-322.6,1066
11575,1150.7,-339.4,1066
11576,1146.2,-351,1049.6
11577,1143.9,-359.2,902
11578,1142,-360,910.2
11579,1141.2,-359.8,992.2
11580,1141.1,-358,1057.8
11581,1135.3,-353.2,992.2
11582,1136.2,-349,1066
11583,1130,-344.2,1066
11584,1130.3,-340.6,1074.2
11585,1128.3,-339.6,1148
11586,1128.8,-343,1156.2
11587,1124.8,-350.8,1221.8
11588,1121.5,-368.6,1156.2
11589,1117.4,-381.8,1246.4
11590,1118.1,-396,1377.6
11591,1120.3,-413,1230
11592,1115.7,-434.8,1246.4
11593,1115.6,-443.2,1394
11594,1112.1,-448.2,1394
11595,1114.7,-448.6,1385.8
11596,1110.9,-447.2,1320.2
11597,1105.3,-448.4,1402.2
11598,1106.4,-451.4,1476
11599,1101.3,-461.2,1451.4
11600,1097,-481.2,1246.4
11601,1097.4,-497.4,1402.2
11602,1098.6,-514.6,1459.6
11603,1098.3,-535.6,1303.8
11604,1099.4,-562.8,1246.4
11605,1102,-563.6,1385.8
11606,1099.2,-532.6,1295.6
11607,1100.1,-425.6,1148
11608,1102.3,-311.4,1164.4
11609,1101.6,-162,1303.8
11610,1102.9,59,1205.4
11611,1103.3,423.8,992.2
11612,1106.1,625,1066
11613,1108.5,809.8,1066
11614,1108,987.4,1057.8
11615,1106.9,1186,984
11616,1111.3,1244.4,984
11617,1115.2,1271,984
11618,1116.5,1263.8,967.6
11619,1115,1209.2,820
11620,1119.8,1158.2,820
11621,1122.4,1097.6,820
11622,1120.5,1014.8,803.6
11623,1123.5,883,656
11624,1119.3,807.6,656
11625,1120,715.4,647.8
11626,1133.4,577.8,574
11627,1143.7,502.2,582.2
11628,1130,428.4,656
11629,1135.7,341.4,647.8
11630,1141.3,212.8,574
11631,1144.8,142,582.2
11632,1143.1,72.2,656
11633,1147.4,-9,639.6
11634,1144.5,-124.8,500.2
11635,1148.4,-182.8,582.2
11636,1152,-235,647.8
11637,1158.7,-284.6,557.6
11638,1163,-343.6,418.2
11639,1164.5,-365.4,500.2
11640,1168,-381.6,565.8
11641,1165.9,-394.6,475.6
11642,1168.8,-404.8,336.2
11643,1172.1,-403,410
11644,1172.2,-394.2,401.8
11645,1176.5,-371.2,336.2
11646,1180,-352.4,426.4
11647,1180.7,-334.4,582.2
11648,1187.3,-316.6,631.4
11649,1191.6,-303.4,418.2
11650,1197.1,-306.8,500.2
11651,1193.9,-317,565.8
11652,1197.3,-335.8,483.8
11653,1199.3,-366.2,401.8
11654,1198.1,-382.4,344.4
11655,1196.5,-399,483.8
11656,1194.1,-416,401.8
11657,1199.2,-438.8,336.2
11658,1199.6,-452.6,410
11659,1208.3,-465.2,401.8
11660,1213.8,-476.8,328
11661,1214.9,-488.8,336.2
11662,1217.7,-492.6,418.2
11663,1217.5,-496.6,475.6
11664,1219,-504.2,328
11665,1219.2,-511,344.4
11666,1220.5,-521.2,483.8
11667,1218.1,-531.2,385.4
11668,1222,-532,180.4
11669,1226.3,-506.8,328
11670,1231.9,-453.6,328
11671,1234.1,-333.8,319.8
11672,1235.4,-81,246
11673,1237.4,102,246
11674,1236.2,297.6,254.2
11675,1237.6,527,319.8
11676,1237.2,838.8,246
11677,1239.7,971.2,254.2
11678,1235.6,1071.6,319.8
11679,1235.4,1147.4,246
11680,1239,1200.4,246
11681,1239.7,1193.2,246
11682,1240.3,1155,237.8
11683,1239.9,1066.2,155.8
11684,1237,1000.4,90.2
11685,1238,926.6,164
11686,1235.1,834,147.6
11687,1237.4,694.4,8.2
11688,1239.4,617,90.2
11689,1241.4,542.6,155.8
11690,1238.9,456.6,82
11691,1240.2,329.4,90.2
11692,1239.5,261.6,164
11693,1242.3,194.6,155.8
11694,1241.3,114.6,73.8
11695,1241.1,-4,0
11696,1240.2,-68.4,16.4
11697,1240,-129,155.8
11698,1236.4,-192.2,73.8
11699,1237.2,-276.4,8.2
11700,1237.6,-312.2,90.2
11701,1238.3,-346.2,147.6
11702,1242.3,-386.4,0
11703,1245.6,-402,0
11704,1242.9,-411.2,0
11705,1241.1,-415.6,-16.4
11706,1246.9,-413.2,-164
11707,1247.4,-408.6,-164
11708,1249.8,-401.6,-155.8
11709,1247.5,-393.6,-90.2
11710,1249.5,-382.8,-164
11711,1253.3,-377.2,-147.6
11712,1254.6,-373.4,8.2
11713,1251.7,-371,65.6
11714,1250.9,-372,-73.8
11715,1251.8,-378,0
11716,1251.8,-388.4,0
11717,1251.4,-405.2,-16.4
11718,1251.8,-438,-164
11719,1252.5,-457.2,-155.8
11720,1251.3,-474.6,-90.2
11721,1253.7,-494.2,-164
11722,1253.2,-499.8,-164
11723,1260.6,-503.4,-147.6
11724,1259.8,-507.8,-16.4
11725,1262.4,-521.4,-164
11726,1261,-533.8,-155.8
11727,1258.3,-548.2,-82
11728,1259.7,-565.8,-90.2
11729,1259.8,-584,-172.2
11730,1260.2,-574.2,-237.8
11731,1262.3,-539,-164
11732,1263.6,-445.2,-172.2
11733,1267.6,-229.2,-237.8
11734,1266.5,-61.2,-164
11735,1265.7,124.2,-172.2
11736,1271.8,347.2,-254.2
11737,1274.3,656.2,-328
11738,1274.4,791.2,-319.8
11739,1272.7,906.8,-237.8
11740,1275.4,1019.8,-164
11741,1277.6,1044.6,-164
11742,1284,1049.2,-164
11743,1289.6,1029.6,-188.6
11744,1288.2,969.8,-401.8
11745,1289.8,916.8,-328
11746,1293.9,854,-467.6
11747,1298.9,766.6,-1767
11748,1297.9,625.2,-2155
11749,1297.9,547,-2155
11750,1304.6,473,-2068.8
11751,1305.5,392.6,-1379.2
11752,1306.4,284.2,-2111.8
11753,1306,229.8,-1680.8
11754,1309.1,173.6,-1293
11755,1309,102.8,-1336
11756,1309.3,-11.4,-1680.8
11757,1309.1,-78.4,-1249.8
11758,1310.6,-155.2,-905
11759,1309.9,-256.8,-1336
11760,1313.8,-298.6,-1724
11761,1308.8,-330.4,-1680.8
11762,1313.7,-360,-1379.2
11763,1312.3,-395,-2155
11764,1309.1,-409.4,-2111.8
11765,1305.3,-421.2,-1637.8
11766,1305,-431.4,-991.2
11767,1306.7,-436,-2155
11768,1305.5,-429.8,-2111.8
11769,1304.4,-418.2,-1724
11770,1308.2,-401.8,-1724
11771,1308.2,-379.6,-1724
11772,1301.1,-374,-1680.8
11773,1302.7,-375.2,-1336
11774,1303.5,-385,-1810.2
11775,1303,-407.4,-2542.8
11776,1302.8,-419,-2068.8
11777,1300.2,-429.4,-1379.2
11778,1295.6,-439.6,-2155
11779,1297.2,-442.6,-2111.8
11780,1295.4,-445.8,-1724
11781,1296.9,-453,-1724
11782,1297.5,-471.8,-1767
11783,1294.3,-486.2,-2111.8
11784,1295.6,-501.8,-1680.8
11785,1299.3,-516.8,-1379.2
11786,1307.7,-533.6,-2111.8
11787,1301.5,-542.2,-1724
11788,1305,-553,-1680.8
11789,1306.7,-564,-1379.2
11790,1304.3,-574.8,-2155
11791,1303.8,-565,-2155
11792,1300.5,-534.4,-2111.8
11793,1305.4,-449.4,-1767
11794,1309.7,-247.8,-2155
11795,1306.6,-87.4,-2111.8
11796,1308.9,130,-1680.8
11797,1312.4,464.2,-1379.2
11798,1309.7,630,-2111.8
11799,1313.5,769,-1680.8
11800,1314.5,888,-1336
11801,1314.9,1001.2,-1724
11802,1313.2,1022.8,-1724
11803,1314.3,1023.2,-1680.8
11804,1323.1,999.4,-1249.8
11805,1322.1,940.2,-948.2
11806,1320.5,894.4,-1724
11807,1320.3,840.4,-1637.8
11808,1322.5,767.8,-991.2
11809,1323.4,649.2,-2155
11810,1323.3,579.6,-2111.8
11811,1325.6,507.6,-1680.8
11812,1325.8,423,-1293
11813,1324.2,302.2,-1293
11814,1328.5,238.4,-1293
11815,1327.1,161.6,-1249.8
11816,1328,42.8,-905
11817,1330.9,-23.4,-1293
11818,1328.5,-90.2,-1206.8
11819,1331.3,-167.4,-474
11820,1332.7,-275,-905
11821,1331.7,-323,-1327.4
11822,1334.4,-361.6,-1597
11823,1332.2,-396.6,-1228
11824,1334.3,-433.6,-1269
11825,1338.3,-445.8,-1638
11826,1332.9,-453.6,-1597
11827,1334.1,-455,-1269
11828,1336.2,-449.8,-1638
11829,1333.9,-443.6,-1597
11830,1334.5,-436.2,-1187
11831,1330.4,-424.8,-859.8
11832,1333,-406,-1228
11833,1334,-396.2,-1187
11834,1334.6,-386.8,-778
11835,1329.8,-378.4,-450
11836,1333.7,-381.6,-819
11837,1335.1,-390.8,-819
11838,1332,-410.2,-859.8
11839,1331.3,-447.4,-1269
11840,1332.1,-469.2,-1638
11841,1330.7,-489,-1556
11842,1328.1,-504.2,-819
11843,1326.9,-516.8,-859.8
11844,1328.4,-515.4,-1187
11845,1323.6,-512.4,-778
11846,1382.7,-511,-450
11847,1447.5,-517.4,-819
11848,1370.6,-530.4,-819
11849,1342.8,-547.4,-778
11850,1345.2,-564.4,-490.8
11851,1332.3,-574.2,-1228
11852,1329.9,-550,-1187
11853,1327.1,-475.4,-778
11854,1328.1,-292,-450
11855,1330.7,-142,-819
11856,1336.6,30.4,-819
11857,1337.3,246.8,-778
11858,1339,560.6,-450
11859,1337.4,708.6,-859.8
11860,1337.7,831,-1187
11861,1336.3,933.4,-819
11862,1337,1026.2,-859.8
11863,1337.7,1037.6,-1187
11864,1335.2,1026.8,-778
11865,1338.6,986.8,-450
11866,1338.1,898,-859.8
11867,1337,837.2,-1228
11868,1335.3,772.8,-1187
11869,1333,694.2,-859.8
11870,1332,578.6,-1269
11871,1338.7,516.6,-1638
11872,1336.2,440.6,-1597
11873,1338.7,321.2,-1309.8
11874,1337.8,252,-2006
11875,1333.6,182,-1597
11876,1334.7,99,-1228
11877,1336.4,-21.6,-1228
11878,1335.2,-83.8,-1228
11879,1332.3,-142,-1187
11880,1329.1,-205,-859.8
11881,1322.1,-288.8,-1309.8
11882,1320.8,-326.2,-2047
11883,1321.7,-355.4,-2006
11884,1321.3,-375.8,-1678.8
11885,1319.5,-385.6,-2128.8
11886,1316,-377.8,-2784
11887,1311.6,-366.2,-2006
11888,1311.3,-349.4,-1678.8
11889,1308.7,-325.2,-2047
11890,1307.7,-316.6,-2047
11891,1300.4,-309,-2006
11892,1297.9,-299.8,-1678.8
11893,1300.7,-294.2,-2047
11894,1296.6,-290.4,-2006
11895,1295.8,-287.6,-1678.8
11896,1290.2,-287.2,-2128.8
11897,1286.7,-294,-2825
11898,1285.4,-304.8,-2416
11899,1281.8,-322.4,-2088
11900,1282.5,-351.2,-2457
11901,1279.3,-366.6,-2457
11902,1279.8,-379.2,-2416
11903,1280.4,-391,-2047
11904,1278,-404.2,-2088
11905,1274.6,-410.2,-2416
11906,1271.5,-417,-1965
11907,1272.6,-430.2,-1269
11908,1271,-453.8,-1638
11909,1266.9,-466.6,-1638
11910,1266.6,-465.6,-1597
11911,1264,-424.2,-1228
11912,1265.7,-358.2,-1269
11913,1258.4,-257.2,-1638
11914,1263.5,-88.4,-1591.2
11915,1266.6,209.6,-1170
11916,1263.7,386.2,-1209
11917,1265.4,553.4,-1521
11918,1264.6,719.2,-1170
11919,1267.8,909.4,-1209
11920,1270.2,970.8,-1560
11921,1263.6,1005,-1521
11922,1312.9,1011.4,-1131
11923,1210.9,981.6,-819
11924,,942.8,-1170
11925,,896,-1131
11926,,833.4,-741
11927,,730.6,-429
11928,,668.2,-741
11929,,590.2,-351
11930,,468.8,0
11931,,397.4,0
11932,,324.6,39
11933,,238.2,390
11934,,109,390
11935,,39.4,351
11936,,-27.8,0
11937,,-102.4,39
11938,,-206,351
11939,1324,-254.6,0
11940,1349.5,-296.2,78
11941,1386.2,-334.8,780
11942,1385.1,-376.8,741
11943,1310.9,-389.4,429
11944,1276.1,-395.2,780
11945,1271.1,-394,780
11946,1269.9,-384.4,741
11947,1264.5,-375.4,390
11948,1261.5,-359.8,507
11949,1260.5,-336.2,1521
11950,1258.8,-323,1131
11951,1258.4,-313.6,819
11952,1257.9,-307.8,1131
11953,1256.5,-308,780
11954,1259.8,-313.8,780
11955,1258.7,-322.4,819
11956,1256.8,-330.6,1209
11957,1257.7,-342.4,1560
11958,1255.1,-349.2,1560
11959,1257.1,-354.8,1560
11960,1260.1,-360.8,1521
11961,1256.2,-374.2,1092
11962,1253.1,-385.6,429
11963,1251.2,-399.2,780
11964,1250.3,-418.8,819
11965,1250.7,-447.2,1131
11966,1249.8,-450,780
11967,1246.5,-423,897
11968,1242.7,-328,1950
11969,1238.7,-227.2,1872
11970,1232.3,-98.8,1209
11971,1227.3,81.8,1677
11972,1223.6,367,2691
11973,1221.1,514,2262
11974,1216.8,644.4,1560
11975,1213.5,764.4,1638
11976,1213,893.8,2301
11977,1207.6,928,1911
11978,1209,939.2,1599
11979,1203.6,924.4,1911
11980,1204.5,868.2,1521
11981,1199.6,817.6,1170
11982,1198.3,759.8,1209
11983,1195,684.2,1560
11984,1194.8,563.4,1521
11985,1192.7,495,1170
11986,1193,412,1209
11987,1193.1,290.6,1599
11988,1192.7,223.8,1911
11989,1195.6,158.2,1521
11990,1195,81.6,1209
11991,1194.2,-32.2,1560
11992,1197.8,-92.6,1482
11993,1199.1,-150,780
11994,1197.5,-213.2,858
11995,1195,-297.8,1521
11996,1198.6,-335.4,1131
11997,1198.4,-365.6,819
11998,1199.7,-388.8,1170
11999,1197.6,-408.4,1131
12000,1201.5,-409.2,780
12001,1205.2,-404.8,780
12002,1208,-396.6,780
12003,1211.7,-380.8,741
12004,1215.3,-369.6,429
12005,1215.9,-355.6,858
12006,1215.2,-336.2,1521
12007,1211.9,-327.4,1092
12008,1212.1,-320.6,390
12009,1213.8,-320.6,429
12010,1219.4,-328.6,741
12011,1216.8,-336.8,351
12012,1216,-346,0
12013,1219.5,-357.4,39
12014,1221,-372.4,390
12015,1225,-379,312
12016,1225.3,-384,-312
12017,1228.7,-390.8,390
12018,1224.6,-404,390
12019,1231.3,-414.4,390
12020,1231.6,-425.8,390
12021,1227.3,-430.8,468
12022,1229.2,-415.6,1131
12023,1234,-378.2,741
12024,1233.2,-290.8,429
12025,1237.9,-102.4,741
12026,1234.1,38.8,351
12027,1237.3,193.8,0
12028,1238.3,379.8,0
12029,1237.5,639.2,0
12030,1240.4,755.4,0
12031,1240,847.4,0
12032,1242.9,919.8,0
12033,1243.8,980,-39
12034,1245.4,981.2,-468
12035,1244.3,964,-1170
12036,1244.1,921,-1090.2
12037,1244.7,833.4,-409.2
12038,1244.8,774.2,-744
12039,1244.8,709.8,-744
12040,1246.6,630.6,-669.6
12041,1246.8,511.8,0
12042,1249.9,445.8,-37.2
12043,1245.9,366.2,-334.8
12044,1250.7,245.6,0
12045,1250.1,178.8,-74.4
12046,1247.6,113.2,-744
12047,1250.9,38,-669.6
12048,1253.7,-69.4,-74.4
12049,1251.5,-125.8,-781.2
12050,1254.6,-179.2,-1116
12051,1256.5,-237,-1078.8
12052,1256.6,-311.2,-744
12053,1257,-340.6,-781.2
12054,1257.5,-362,-1153.2
12055,1258.9,-375,-1450.8
12056,1259.5,-377.6,-1153.2
12057,1261.2,-369.6,-1525.2
12058,1261.4,-357.6,-1822.8
12059,1262.4,-343.4,-1413.6
12060,1270.2,-323,-781.2
12061,1267.3,-313.4,-1153.2
12062,1270.7,-305.2,-1376.4
12063,1271.9,-298.2,-409.2
12064,1273.7,-299.2,-781.2
12065,1272.5,-301,-1153.2
12066,1276.6,-308,-1450.8
12067,1276,-322.2,-1116
12068,1277.2,-333.6,-1190.4
12069,1283.3,-346.6,-1860
12070,1285.4,-361.8,-1785.6
12071,1285.3,-383,-1153.2
12072,1285.2,-392.6,-1562.4
12073,1288.2,-400.4,-2194.8
12074,1284.6,-408.2,-1822.8
12075,1285.2,-418.6,-1488
12076,1283.9,-426.6,-1525.2
12077,1287.6,-435,-1860
12078,1285.2,-442.2,-1860
12079,1285.4,-434.2,-1860
12080,1284.3,-405,-1860
12081,1286.1,-326,-1822.8
12082,1286.9,-141.6,-1525.2
12083,1283.3,4,-1897.2
12084,1288.9,166,-2232
12085,1285.9,365.2,-2194.8
12086,1287,643.6,-1822.8
12087,1284.7,766.2,-1488
12088,1283.1,861.6,-1562.4
12089,1283,932.6,-2157.6
12090,1283.4,982.4,-1525.2
12091,1282.1,976,-1934.4
12092,1279.1,953.2,-2604
12093,1276,906.4,-2529.6
12094,1271.5,816.2,-1860
12095,1271.6,756.2,-1860
12096,1270.8,692,-1860
12097,1269.5,612.8,-1785.6
12098,1267.9,490.4,-1116
12099,1261.3,422.4,-1190.4
12100,1263.1,341.6,-1860
12101,1260.9,222.8,-1860
12102,1257.6,157,-1860
12103,1256.7,92,-1897.2
12104,1252.8,16,-2194.8
12105,1253,-91.2,-1860
12106,1246.3,-146.4,-1897.2
12107,1249,-197.4,-2232
12108,1243.8,-251.4,-2194.8
12109,1240.8,-323.6,-1860
12110,1237,-355,-1897.2
12111,1237.1,-378.4,-2269.2
12112,1232.8,-394.4,-2529.6
12113,1232,-403.2,-1897.2
12114,1231,-398.2,-2269.2
12115,1223.4,-388.2,-2604
12116,1222.6,-372.2,-2566.8
12117,1226.4,-351.4,-2232
12118,1223.8,-344.4,-2269.2
12119,1219.1,-342.4,-2604
12120,1217.4,-344.2,-2529.6
12121,1217.3,-345.4,-1897.2
12122,1217.8,-347,-2306.4
12123,1218.5,-346.8,-2864.4
12124,1220.1,-346.4,-1860
12125,1215.8,-349,-1897.2
12126,1218.9,-355,-2269.2
12127,1220.4,-368.6,-2566.8
12128,1222.2,-394,-2232
12129,1218.4,-409,-2232
12130,1220.8,-423.6,-2269.2
12131,1220.7,-436.8,-2529.6
12132,1223.7,-449,-1897.2
12133,1224.1,-454,-2306.4
12134,1230.4,-459.4,-2938.8
12135,1236.2,-470,-2529.6
12136,1234,-493.6,-1934.4
12137,1238,-511,-2641.2
12138,1239.9,-522.8,-2976
12139,1239.8,-515.6,-2938.8
12140,1240.4,-477.4,-2604
12141,1240.8,-407.4,-2604
12142,1244.1,-271.4,-2604
12143,1244.7,-6.6,-2604
12144,1247.1,165.8,-2604
12145,1248.1,338.6,-2604
12146,1249,529.2,-2529.6
12147,1251,774.2,-1897.2
12148,1254.4,869.6,-2232
12149,1251,936.6,-2269.2
12150,1251.5,973.2,-2566.8
12151,1254.1,976.8,-2232
12152,1255.7,948,-2232
12153,1255.8,906.2,-2232
12154,1254.3,844,-2194.8
12155,1252.9,740.4,-1934.4
12156,1250.5,682.2,-2678.4
12157,1253.6,612.2,-3273.6
12158,1256,509.2,-2566.8
12159,1249.7,450,-2269.2
12160,1254.2,389.4,-2641.2
12161,1255.9,312.2,-2938.8
12162,1255,191.6,-2604
12163,1254.7,124.8,-2604
12164,1257.1,59.4,-2641.2
12165,1259.1,-13.2,-2901.6
12166,1256,-111.8,-2232
12167,1257.5,-160.2,-2269.2
12168,1258.4,-205.8,-2604
12169,1262.2,-257.2,-2566.8
12170,1259.8,-328.6,-2306.4
12171,1262.3,-360.2,-2938.8
12172,1261,-384.4,-2604
12173,1261.3,-399,-2604
12174,1267.3,-401,-2604
12175,1264.4,-390.6,-2641.2
12176,1262.2,-376.6,-2976
12177,1262.9,-358,-2927.6
12178,1260.8,-353.8,-2527.6
12179,1263.9,-353,-2919.2
12180,1265.3,-352.6,-3524.4
12181,1262.6,-350.8,-3168.4
12182,1261,-349.8,-2848
12183,1261.8,-349.2,-2883.6
12184,1262.1,-351,-3168.4
12185,1265.7,-356,-2812.4
12186,1265.6,-361.4,-2492
12187,1266.8,-368.4,-2527.6
12188,1267.8,-377.8,-2741.2
12189,1268.9,-394.8,-1744.4
12190,1266.4,-403.6,-1495.2
12191,1270,-411.4,-2171.6
12192,1270.3,-420.6,-2420.8
12193,1270.5,-436.8,-1744.4
12194,1271.7,-445.6,-1424
12195,1277.4,-454.8,-1459.6
12196,1278.6,-467.6,-1744.4
12197,1279,-476.2,-1424
12198,1278.5,-487.8,-1459.6
12199,1280,-505.6,-1744.4
12200,1283.2,-534.2,-1388.4
12201,1282.8,-543.6,-1139.2
12202,1283.9,-543.2,-1815.6
12203,1282.6,-510.2,-2100.4
12204,1285.7,-402,-1744.4
12205,1289.6,-291,-1424
12206,1292.3,-150.8,-1459.6
12207,1297.4,47.6,-1780
12208,1292.3,359.2,-1744.4
12209,1299.6,521.4,-1424
12210,1295,663.2,-1459.6
12211,1294.3,791.2,-1673.2
12212,1298,923.4,-676.4
12213,1296.9,955.4,-427.2
12214,1294.5,963.6,-1068
12215,1299.6,946.6,-996.8
12216,1309.3,892.2,-356
12217,1304.7,847,-356
12218,1309.3,784.4,-427.2
12219,1310.3,682.2,-1032.4
12220,1307.2,622.6,-712
12221,1308.9,560.4,-747.6
12222,1306,483.6,-1032.4
12223,1313,364.6,-676.4
12224,1314.4,297.2,-391.6
12225,1317.7,228.6,-747.6
12226,1317.6,149,-1032.4
12227,1317.2,32.8,-676.4
12228,1323.5,-27.8,-356
12229,1316.6,-86,-391.6
12230,1320,-149.4,-712
12231,1319.5,-235.6,-640.8
12232,1317.9,-277.6,0
12233,1321.4,-319.4,35.6
12234,1318.7,-368.4,356
12235,1317.8,-384,356
12236,1322.4,-392,356
12237,1318.2,-388.8,356
12238,1319.2,-373.6,356
12239,1323,-361.6,356
12240,1323.2,-350,356
12241,1322.5,-339.2,356
12242,1325.1,-327.2,391.6
12243,1326.2,-323.4,676.4
12244,1322.2,-320.8,320.4
12245,1328.8,-319.8,0
12246,1328.1,-319.2,0
12247,1326.9,-320.6,0
12248,1325.9,-324,0
12249,1324,-330.6,35.6
12250,1325.6,-342.6,427.2
12251,1329,-351.2,1068
12252,1329.9,-362.2,996.8
12253,1331.2,-375.4,462.8
12254,1326.4,-395,1459.6
12255,1325.4,-405,1744.4
12256,1327.3,-417.8,1388.4
12257,1329.9,-439,1103.6
12258,1324.1,-448.6,1424
12259,1324.9,-456.2,1424
12260,1326.1,-462,1424
12261,1326.1,-466.4,1459.6
12262,1323.8,-468.4,1780
12263,1325.5,-470.8,1708.8
12264,1320.5,-476.8,1103.6
12265,1315.6,-488.4,1495.2
12266,1315.1,-489,2100.4
12267,1315.4,-480,1744.4
12268,1312.7,-433.2,1495.2
12269,1314.3,-302.6,2171.6
12270,1314.8,-179.4,2456.4
12271,1312.7,-26.4,2100.4
12272,1310,184.6,1806.6
12273,1313.6,508,2080
12274,1314,668.4,2387
12275,1313.2,821,2387
12276,1312.3,987.4,2421
12277,1306,1034.2,2728
12278,1308.6,1055.4,2693.8
12279,1305.1,1047.6,2421
12280,1309.7,1001.6,2728
12281,1311.6,958.2,2728
12282,1306.2,907.6,2693.8
12283,1305.1,837.2,2387
12284,1302.4,724.4,2421
12285,1305.2,656.2,2728
12286,1301.6,587,2659.8
12287,1304.9,503.4,2080
12288,1299.7,379.4,2455.2
12289,1299.6,312,3034.8
12290,1296.4,247.2,2728
12291,1299.5,171.2,2728
12292,1299.8,60.2,2762
12293,1300.8,1.4,3069
12294,1293.3,-67,3069
12295,1295.8,-164.6,3103
12296,1294.5,-211.2,3444
12297,1296.3,-251.2,3716.8
12298,1296.7,-289.2,3375.8
12299,1295.5,-328.6,3137.2
12300,1294.5,-340,3751
12301,1291.5,-344,3716.8
12302,1293.6,-340.6,3410
12303,1294.2,-324.4,3410
12304,1287.5,-311.6,3478.2
12305,1292.4,-299.4,4057.8
12306,1292.8,-285.6,3716.8
12307,1294.2,-271.2,3478.2
12308,1290.9,-267.4,4057.8
12309,1294,-264.6,3682.8
12310,1295.4,-263.2,3171.2
12311,1292.5,-264.2,4092
12312,1290.6,-265.4,4092
12313,1290.2,-270,4126
12314,1288.5,-284,4433
12315,1291.1,-294.2,4467
12316,1291.5,-305.4,4774
12317,1298.8,-320.6,4739.8
12318,1292.5,-345.8,4501.2
12319,1292.4,-359,5149
12320,1296.5,-368.8,5421.8
12321,1295.9,-379,5080.8
12322,1298.2,-392,4842.2
12323,1295.4,-396.8,5490
12324,1298,-401,5831
